QuickDAQ Data
1/1/0001 12:00:00 AM
Notes:		
Sample Rate:	200	 Hz	
Measurement Type	Time Waveform	Time Waveform	Time Waveform	
Channel Name	DT9857E-16(00).Ain 1	DT9857E-16(00).Ain 2	DT9857E-16(00).Ain 3	
X Axis Units	Sec	Sec	Sec	
Y Axis Units	g	g	g	
Seconds	Real	Real	Real	
16.9750000000	 0.0041937828	 0.0027751923	 0.0021183491	
16.9800000000	 0.0057804585	 0.0079023838	 0.0063419342	
16.9850000000	 0.0075888634	 0.0126326084	 0.0099360943	
16.9900000000	 0.0098526478	 0.0163626671	 0.0135755539	
16.9950000000	 0.0124883652	 0.0201964378	 0.0159382820	
17.0000000000	 0.0154113770	 0.0229990482	 0.0168097019	
17.0050000000	 0.0181627274	 0.0260162354	 0.0169301033	
17.0100000000	 0.0203144550	 0.0273060799	 0.0166320801	
17.0150000000	 0.0222766399	 0.0282812119	 0.0176191330	
17.0200000000	 0.0217878819	 0.0290179253	 0.0178670883	
17.0250000000	 0.0204741955	 0.0285625458	 0.0181412697	
17.0300000000	 0.0187420845	 0.0279343128	 0.0188720226	
17.0350000000	 0.0168192387	 0.0261855125	 0.0192904472	
17.0400000000	 0.0144135952	 0.0237929821	 0.0178062916	
17.0450000000	 0.0125086308	 0.0205314159	 0.0157177448	
17.0500000000	 0.0109612942	 0.0171732903	 0.0124037266	
17.0550000000	 0.0090754032	 0.0130212307	 0.0088632107	
17.0600000000	 0.0073134899	 0.0080621243	 0.0054025650	
17.0650000000	 0.0045347214	 0.0032997131	 0.0025129318	
17.0700000000	 8.27312E-004	-6.85453E-004	-4.80413E-004	
17.0750000000	-0.0032484531	-0.0048840046	-0.0023996830	
17.0800000000	-0.0070178509	-0.0097548962	-0.0035023689	
17.0850000000	-0.0105774403	-0.0138437748	-0.0050628185	
17.0900000000	-0.0136744976	-0.0170290470	-0.0072836876	
17.0950000000	-0.0154733658	-0.0202286243	-0.0101459026	
17.1000000000	-0.0163221359	-0.0232958794	-0.0126314163	
17.1050000000	-0.0159502029	-0.0253736973	-0.0144636631	
17.1100000000	-0.0162899494	-0.0271642208	-0.0165903568	
17.1150000000	-0.0168764591	-0.0275278091	-0.0171911716	
17.1200000000	-0.0169956684	-0.0268578529	-0.0164127350	
17.1250000000	-0.0173532963	-0.0262033939	-0.0148296356	
17.1300000000	-0.0170493126	-0.0248014927	-0.0123393536	
17.1350000000	-0.0160872936	-0.0218188763	-0.0101816654	
17.1400000000	-0.0146090984	-0.0185346603	-0.0089347363	
17.1450000000	-0.0115656853	-0.0156068802	-0.0074946880	
17.1500000000	-0.0073885918	-0.0125706196	-0.0055539608	
17.1550000000	-0.0038933754	-0.0082814693	-0.0043451786	
17.1600000000	-6.07967E-004	-0.0035822392	-0.0027549267	
17.1650000000	 0.0024032593	 6.44922E-004	 1.02520E-004	
17.1700000000	 0.0049352646	 0.0050020218	 0.0039494038	
17.1750000000	 0.0072908401	 0.0094830990	 0.0078320503	
17.1800000000	 0.0089013577	 0.0140225887	 0.0111460686	
17.1850000000	 0.0107371807	 0.0179123878	 0.0136721134	
17.1900000000	 0.0132191181	 0.0212836266	 0.0156068802	
17.1950000000	 0.0156414509	 0.0236618519	 0.0171053410	
17.2000000000	 0.0183439255	 0.0252199173	 0.0172328949	
17.2050000000	 0.0198078156	 0.0272381306	 0.0172376633	
17.2100000000	 0.0207805634	 0.0279784203	 0.0165629387	
17.2150000000	 0.0205409527	 0.0276529789	 0.0170743465	
17.2200000000	 0.0197327137	 0.0269258022	 0.0178992748	
17.2250000000	 0.0176095963	 0.0257551670	 0.0177431107	
17.2300000000	 0.0146615505	 0.0244307518	 0.0171768665	
17.2350000000	 0.0128984451	 0.0213801861	 0.0161528587	
17.2400000000	 0.0108540058	 0.0177705288	 0.0143241882	
17.2450000000	 0.0090408325	 0.0141894817	 0.0111913681	
17.2500000000	 0.0071918964	 0.0102162361	 0.0069963932	
17.2550000000	 0.0048577785	 0.0060129166	 0.0036990643	
17.2600000000	 0.0024724007	 0.0011062622	 7.02143E-004	
17.2650000000	-9.56059E-004	-0.0032651424	-0.0014150143	
17.2700000000	-0.0046825409	-0.0074076653	-0.0029647350	
17.2750000000	-0.0083982944	-0.0110602379	-0.0050628185	
17.2800000000	-0.0119709969	-0.0143826008	-0.0063753128	
17.2850000000	-0.0138974190	-0.0183963776	-0.0079381466	
17.2900000000	-0.0154685974	-0.0212728977	-0.0099933147	
17.2950000000	-0.0163757801	-0.0232291222	-0.0127077103	
17.3000000000	-0.0166308880	-0.0245988369	-0.0147211552	
17.3050000000	-0.0161373615	-0.0262117386	-0.0155961514	
17.3100000000	-0.0159716606	-0.0267100334	-0.0156223774	
17.3150000000	-0.0163841248	-0.0256192684	-0.0153303146	
17.3200000000	-0.0160503387	-0.0241029263	-0.0137138367	
17.3250000000	-0.0155735016	-0.0221133232	-0.0113523006	
17.3300000000	-0.0145256519	-0.0198614597	-0.0089728832	
17.3350000000	-0.0124692917	-0.0165188313	-0.0070023537	
17.3400000000	-0.0098574162	-0.0132250786	-0.0055897236	
17.3450000000	-0.0061452389	-0.0094127655	-0.0043976307	
17.3500000000	-0.0024592876	-0.0054109097	-0.0025641918	
17.3550000000	 0.0013375282	-0.0017619133	-4.78029E-004	
17.3600000000	 0.0037896633	 0.0028061867	 0.0020015240	
17.3650000000	 0.0061416626	 0.0075495243	 0.0051450729	
17.3700000000	 0.0078642368	 0.0112724304	 0.0086009502	
17.3750000000	 0.0098896027	 0.0151634216	 0.0121140480	
17.3800000000	 0.0118160248	 0.0187909603	 0.0147414207	
17.3850000000	 0.0134980679	 0.0219023228	 0.0161933899	
17.3900000000	 0.0157737732	 0.0240004063	 0.0167417526	
17.3950000000	 0.0180160999	 0.0252783298	 0.0170767307	
17.4000000000	 0.0192213058	 0.0262916088	 0.0168740749	
17.4050000000	 0.0199556351	 0.0264036655	 0.0166285038	
17.4100000000	 0.0192213058	 0.0263440609	 0.0165045261	
17.4150000000	 0.0178205967	 0.0254166126	 0.0164794922	
17.4200000000	 0.0161445141	 0.0238370895	 0.0166928768	
17.4250000000	 0.0136327744	 0.0218474865	 0.0163078308	
17.4300000000	 0.0112664700	 0.0190019608	 0.0145304203	
17.4350000000	 0.0090682507	 0.0158166885	 0.0123143196	
17.4400000000	 0.0074326992	 0.0115561485	 0.0096297264	
17.4450000000	 0.0054037571	 0.0073432922	 0.0059092045	
17.4500000000	 0.0031018257	 0.0034737587	 0.0023341179	
17.4550000000	 4.87566E-004	-8.48770E-004	-3.60012E-004	
17.4600000000	-0.0026297569	-0.0053155422	-0.0026690960	
17.4650000000	-0.0060296059	-0.0093722343	-0.0042557716	
17.4700000000	-0.0095748901	-0.0124907494	-0.0055813789	
17.4750000000	-0.0124418736	-0.0161135197	-0.0072753429	
17.4800000000	-0.0145828724	-0.0190794468	-0.0085520744	
17.4850000000	-0.0157058239	-0.0215387344	-0.0105583668	
17.4900000000	-0.0161683559	-0.0233519077	-0.0125193596	
17.4950000000	-0.0164663792	-0.0245106220	-0.0143253803	
17.5000000000	-0.0158011913	-0.0252497196	-0.0151264668	
17.5050000000	-0.0154864788	-0.0251448154	-0.0146985054	
17.5100000000	-0.0151848793	-0.0241088867	-0.0138139725	
17.5150000000	-0.0151765347	-0.0225448608	-0.0124359131	
17.5200000000	-0.0145947933	-0.0199532509	-0.0100696087	
17.5250000000	-0.0126349926	-0.0177335739	-0.0078630447	
17.5300000000	-0.0108551979	-0.0142610073	-0.0057685375	
17.5350000000	-0.0077259541	-0.0108015537	-0.0042128563	
17.5400000000	-0.0048744678	-0.0068044662	-0.0028038025	
17.5450000000	-0.0011491776	-0.0030088425	-8.40425E-004	
17.5500000000	 0.0025784969	 5.42402E-004	 9.08375E-004	
17.5550000000	 0.0049078465	 0.0052595139	 0.0036573410	
17.5600000000	 0.0073266029	 0.0089275837	 0.0063490868	
17.5650000000	 0.0088679790	 0.0130164623	 0.0095665455	
17.5700000000	 0.0106930733	 0.0164556503	 0.0130152702	
17.5750000000	 0.0123691559	 0.0193631649	 0.0149452686	
17.5800000000	 0.0135195255	 0.0220942497	 0.0165247917	
17.5850000000	 0.0158214569	 0.0237882137	 0.0166738033	
17.5900000000	 0.0171244144	 0.0249171257	 0.0170409679	
17.5950000000	 0.0189661980	 0.0253593922	 0.0168597698	
17.6000000000	 0.0186634064	 0.0253260136	 0.0159192085	
17.6050000000	 0.0180053711	 0.0252592564	 0.0156700611	
17.6100000000	 0.0165593624	 0.0236475468	 0.0157535076	
17.6150000000	 0.0143444538	 0.0216567516	 0.0156939030	
17.6200000000	 0.0122201443	 0.0192785263	 0.0146663189	
17.6250000000	 0.0094199181	 0.0167381763	 0.0129878521	
17.6300000000	 0.0074112415	 0.0134301186	 0.0102615356	
17.6350000000	 0.0054216385	 0.0089454651	 0.0078916550	
17.6400000000	 0.0039505959	 0.0048506260	 0.0047159195	
17.6450000000	 0.0013947487	 0.0010144711	 0.0015902519	
17.6500000000	-0.0015449524	-0.0028359890	-0.0018751621	
17.6550000000	-0.0041544437	-0.0070607662	-0.0036633015	
17.6600000000	-0.0071370602	-0.0108742714	-0.0047755241	
17.6650000000	-0.0103342533	-0.0143682957	-0.0065410137	
17.6700000000	-0.0132977962	-0.0165712833	-0.0080752373	
17.6750000000	-0.0147616863	-0.0193428993	-0.0093317032	
17.6800000000	-0.0155818462	-0.0218975544	-0.0103437901	
17.6850000000	-0.0159776211	-0.0231111050	-0.0122630596	
17.6900000000	-0.0160372257	-0.0240409374	-0.0138270855	
17.6950000000	-0.0157701969	-0.0236392021	-0.0145936012	
17.7000000000	-0.0149691105	-0.0236952305	-0.0141751766	
17.7050000000	-0.0141060352	-0.0225090981	-0.0121676922	
17.7100000000	-0.0136733055	-0.0205647945	-0.0108230114	
17.7150000000	-0.0129497051	-0.0174081326	-0.0091552734	
17.7200000000	-0.0116670132	-0.0150871277	-0.0068426132	
17.7250000000	-0.0088393688	-0.0121736526	-0.0044941902	
17.7300000000	-0.0061321259	-0.0082612038	-0.0023877621	
17.7350000000	-0.0032818317	-0.0045871735	-0.0016367435	
17.7400000000	-1.20401E-004	-5.91278E-004	 2.50340E-005	
17.7450000000	 0.0036084652	 0.0028693676	 0.0027143955	
17.7500000000	 0.0062692165	 0.0065135956	 0.0051546097	
17.7550000000	 0.0081884861	 0.0105977058	 0.0077366829	
17.7600000000	 0.0096356869	 0.0143647194	 0.0100147724	
17.7650000000	 0.0107848644	 0.0175023079	 0.0128483772	
17.7700000000	 0.0127375126	 0.0196039677	 0.0151288509	
17.7750000000	 0.0143265724	 0.0217592716	 0.0166821480	
17.7800000000	 0.0154101849	 0.0237596035	 0.0165331364	
17.7850000000	 0.0167250633	 0.0247395039	 0.0160086155	
17.7900000000	 0.0174498558	 0.0245189667	 0.0160312653	
17.7950000000	 0.0181245804	 0.0238156319	 0.0158512592	
17.8000000000	 0.0167906284	 0.0233793259	 0.0149893761	
17.8050000000	 0.0145792961	 0.0218689442	 0.0143301487	
17.8100000000	 0.0128495693	 0.0200521946	 0.0137376785	
17.8150000000	 0.0104784966	 0.0170361996	 0.0135850906	
17.8200000000	 0.0081157684	 0.0135087967	 0.0116133690	
17.8250000000	 0.0057148933	 0.0110566616	 0.0088024139	
17.8300000000	 0.0037276745	 0.0070071220	 0.0057792664	
17.8350000000	 0.0018000603	 0.0026524067	 0.0029611588	
17.8400000000	-2.14577E-004	-0.0014436245	 3.44515E-004	
17.8450000000	-0.0025403500	-0.0052905083	-0.0021469593	
17.8500000000	-0.0060534477	-0.0086903572	-0.0048935413	
17.8550000000	-0.0085008144	-0.0119543076	-0.0062334538	
17.8600000000	-0.0110697746	-0.0152754784	-0.0068843365	
17.8650000000	-0.0131440163	-0.0179588795	-0.0081193447	
17.8700000000	-0.0149953365	-0.0194442272	-0.0096428394	
17.8750000000	-0.0160014629	-0.0209426880	-0.0110483170	
17.8800000000	-0.0155770779	-0.0227665901	-0.0116395950	
17.8850000000	-0.0150024891	-0.0232195854	-0.0123560429	
17.8900000000	-0.0146305561	-0.0228714943	-0.0132811069	
17.8950000000	-0.0144135952	-0.0219130516	-0.0135016441	
17.9000000000	-0.0130391121	-0.0202512741	-0.0115919113	
17.9050000000	-0.0123763084	-0.0185596943	-0.0093352795	
17.9100000000	-0.0115096569	-0.0159788132	-0.0074541569	
17.9150000000	-0.0097310543	-0.0127649307	-0.0051558018	
17.9200000000	-0.0075650215	-0.0091207027	-0.0032949448	
17.9250000000	-0.0044798851	-0.0062072277	-0.0016951561	
17.9300000000	-0.0013554096	-0.0026464462	 6.38962E-004	
17.9350000000	 0.0016927719	 0.0013673306	 0.0017154217	
17.9400000000	 0.0041115284	 0.0052535534	 0.0032758713	
17.9450000000	 0.0070106983	 0.0086820126	 0.0062811375	
17.9500000000	 0.0092267990	 0.0119113922	 0.0090289116	
17.9550000000	 0.0103402138	 0.0153887272	 0.0113952160	
17.9600000000	 0.0118386745	 0.0183439255	 0.0132060051	
17.9650000000	 0.0129139423	 0.0206232071	 0.0150465965	
17.9700000000	 0.0142657757	 0.0219964981	 0.0160682201	
17.9750000000	 0.0158548355	 0.0232052803	 0.0166237354	
17.9800000000	 0.0159132481	 0.0234401226	 0.0159990788	
17.9850000000	 0.0165724754	 0.0236260891	 0.0150358677	
17.9900000000	 0.0162529945	 0.0231277943	 0.0151205063	
17.9950000000	 0.0154769421	 0.0211048126	 0.0141191483	
18.0000000000	 0.0135827065	 0.0192987919	 0.0135362148	
18.0050000000	 0.0115478039	 0.0176894665	 0.0124704838	
18.0100000000	 0.0085139275	 0.0150310993	 0.0111365318	
18.0150000000	 0.0064039230	 0.0113379955	 0.0098323822	
18.0200000000	 0.0049245358	 0.0078225136	 0.0081324577	
18.0250000000	 0.0020694733	 0.0043964386	 0.0047528744	
18.0300000000	 4.19617E-004	 8.17776E-004	 0.0010931492	
18.0350000000	-0.0017225742	-0.0029563904	-0.0010085106	
18.0400000000	-0.0037097931	-0.0073790550	-0.0031971931	
18.0450000000	-0.0065636635	-0.0103020668	-0.0049400330	
18.0500000000	-0.0093185902	-0.0128972530	-0.0065815449	
18.0550000000	-0.0119280815	-0.0157284737	-0.0078916550	
18.0600000000	-0.0137484074	-0.0180268288	-0.0084412098	
18.0650000000	-0.0144374371	-0.0203013420	-0.0091707706	
18.0700000000	-0.0153231621	-0.0212097168	-0.0109481812	
18.0750000000	-0.0150895119	-0.0213515759	-0.0120115280	
18.0800000000	-0.0145137310	-0.0217318535	-0.0122487545	
18.0850000000	-0.0138747692	-0.0218927860	-0.0121772289	
18.0900000000	-0.0128960609	-0.0205183029	-0.0111603737	
18.0950000000	-0.0121092796	-0.0178432465	-0.0103998184	
18.1000000000	-0.0109326839	-0.0161540508	-0.0086104870	
18.1050000000	-0.0094294548	-0.0134778023	-0.0057864189	
18.1100000000	-0.0074970722	-0.0108158588	-0.0038802624	
18.1150000000	-0.0057709217	-0.0070309639	-0.0018990040	
18.1200000000	-0.0029540062	-0.0034892559	-1.56164E-004	
18.1250000000	 1.40667E-004	-1.52588E-004	 0.0015091896	
18.1300000000	 0.0027954578	 0.0033247471	 0.0036358833	
18.1350000000	 0.0063431263	 0.0066852570	 0.0052762032	
18.1400000000	 0.0077641010	 0.0103926659	 0.0069189072	
18.1450000000	 0.0097703934	 0.0136899948	 0.0092279911	
18.1500000000	 0.0113892555	 0.0163602829	 0.0121355057	
18.1550000000	 0.0121808052	 0.0182425976	 0.0142669678	
18.1600000000	 0.0130140781	 0.0203871727	 0.0148713589	
18.1650000000	 0.0138819218	 0.0223612785	 0.0155985355	
18.1700000000	 0.0152361393	 0.0224232674	 0.0159299374	
18.1750000000	 0.0156688690	 0.0223362446	 0.0155782700	
18.1800000000	 0.0160503387	 0.0224208832	 0.0146937370	
18.1850000000	 0.0151062012	 0.0213456154	 0.0139141083	
18.1900000000	 0.0136899948	 0.0197303295	 0.0132060051	
18.1950000000	 0.0124621391	 0.0176393986	 0.0127375126	
18.2000000000	 0.0099527836	 0.0151860714	 0.0117564201	
18.2050000000	 0.0073719025	 0.0125002861	 0.0098049641	
18.2100000000	 0.0050127506	 0.0098037720	 0.0077664852	
18.2150000000	 0.0030815601	 0.0058233738	 0.0062263012	
18.2200000000	 0.0012683868	 0.0019907951	 0.0037336349	
18.2250000000	-9.89437E-004	-0.0011789799	 9.44138E-004	
18.2300000000	-0.0030100346	-0.0047397614	-0.0023519993	
18.2350000000	-0.0054514408	-0.0081682205	-0.0041890144	
18.2400000000	-0.0069713593	-0.0115895271	-0.0056958199	
18.2450000000	-0.0096273422	-0.0143921375	-0.0067925453	
18.2500000000	-0.0120627880	-0.0164520741	-0.0082588196	
18.2550000000	-0.0135576725	-0.0179672241	-0.0090444088	
18.2600000000	-0.0149035454	-0.0198936462	-0.0094151497	
18.2650000000	-0.0146126747	-0.0210607052	-0.0105428696	
18.2700000000	-0.0143611431	-0.0209343433	-0.0106596947	
18.2750000000	-0.0139904022	-0.0207173824	-0.0118875504	
18.2800000000	-0.0127542019	-0.0199186802	-0.0116634369	
18.2850000000	-0.0116181374	-0.0186169147	-0.0101053715	
18.2900000000	-0.0105750561	-0.0170505047	-0.0087010860	
18.2950000000	-0.0100219250	-0.0141024590	-0.0073587894	
18.3000000000	-0.0083112717	-0.0110065937	-0.0046348572	
18.3050000000	-0.0062763691	-0.0082290173	-0.0025808811	
18.3100000000	-0.0039184093	-0.0053024292	-5.80549E-004	
18.3150000000	-0.0013303757	-0.0017571449	 0.0012803078	
18.3200000000	 0.0014853477	 0.0020813942	 0.0024151802	
18.3250000000	 0.0043940544	 0.0050854683	 0.0044524670	
18.3300000000	 0.0066041946	 0.0080156326	 0.0059795380	
18.3350000000	 0.0087571144	 0.0116121769	 0.0083220005	
18.3400000000	 0.0103580952	 0.0142228603	 0.0102865696	
18.3450000000	 0.0111186504	 0.0168466568	 0.0119590759	
18.3500000000	 0.0123393536	 0.0188422203	 0.0137484074	
18.3550000000	 0.0132083893	 0.0203394890	 0.0152432919	
18.3600000000	 0.0137591362	 0.0209975243	 0.0156831741	
18.3650000000	 0.0144255161	 0.0219130516	 0.0151860714	
18.3700000000	 0.0148260593	 0.0217568874	 0.0149571896	
18.3750000000	 0.0147664547	 0.0205838680	 0.0139951706	
18.3800000000	 0.0137913227	 0.0193357468	 0.0127482414	
18.3850000000	 0.0126004219	 0.0180757046	 0.0119483471	
18.3900000000	 0.0108015537	 0.0157499313	 0.0112128258	
18.3950000000	 0.0082862377	 0.0131249428	 0.0101387501	
18.4000000000	 0.0060474873	 0.0102388859	 0.0089287758	
18.4050000000	 0.0035142899	 0.0074458122	 0.0071346760	
18.4100000000	 0.0015366077	 0.0037825108	 0.0044476986	
18.4150000000	-4.73261E-004	 3.87430E-004	 0.0021779537	
18.4200000000	-0.0021362305	-0.0032114983	-4.36306E-004	
18.4250000000	-0.0040614605	-0.0066328049	-0.0029671192	
18.4300000000	-0.0062417984	-0.0096738338	-0.0049769878	
18.4350000000	-0.0083673000	-0.0125896931	-0.0066065788	
18.4400000000	-0.0104844570	-0.0148761272	-0.0073838234	
18.4450000000	-0.0119709969	-0.0168502331	-0.0081527233	
18.4500000000	-0.0136530399	-0.0182461739	-0.0090599060	
18.4550000000	-0.0139784813	-0.0192332268	-0.0093615055	
18.4600000000	-0.0139069557	-0.0198864937	-0.0098049641	
18.4650000000	-0.0138819218	-0.0198209286	-0.0105845928	
18.4700000000	-0.0127923489	-0.0194549561	-0.0107574463	
18.4750000000	-0.0117480755	-0.0180268288	-0.0099754333	
18.4800000000	-0.0102758408	-0.0164341927	-0.0091743469	
18.4850000000	-0.0095188618	-0.0146734715	-0.0076115131	
18.4900000000	-0.0082409382	-0.0120258331	-0.0055801868	
18.4950000000	-0.0062465668	-0.0088763237	-0.0034344196	
18.5000000000	-0.0047671795	-0.0060641766	-0.0012660027	
18.5050000000	-0.0024747849	-0.0030088425	 4.44651E-004	
18.5100000000	 7.98702E-005	 4.67300E-004	 0.0023210049	
18.5150000000	 0.0025320053	 0.0034439564	 0.0037407875	
18.5200000000	 0.0051605701	 0.0066089630	 0.0053548813	
18.5250000000	 0.0074696541	 0.0098872185	 0.0071334839	
18.5300000000	 0.0093901157	 0.0125920773	 0.0089263916	
18.5350000000	 0.0105333328	 0.0147891045	 0.0105249882	
18.5400000000	 0.0115394592	 0.0170397758	 0.0123333931	
18.5450000000	 0.0124859810	 0.0188267231	 0.0141537189	
18.5500000000	 0.0129175186	 0.0201773643	 0.0145435333	
18.5550000000	 0.0134646893	 0.0207734108	 0.0150525570	
18.5600000000	 0.0138604641	 0.0209474564	 0.0150716305	
18.5650000000	 0.0139582157	 0.0202310085	 0.0141656399	
18.5700000000	 0.0136590004	 0.0192439556	 0.0126969814	
18.5750000000	 0.0127184391	 0.0179970264	 0.0121438503	
18.5800000000	 0.0114500523	 0.0162649155	 0.0109040737	
18.5850000000	 0.0091874599	 0.0136387348	 0.0100040436	
18.5900000000	 0.0070118904	 0.0111019611	 0.0088310242	
18.5950000000	 0.0047004223	 0.0082802773	 0.0072634220	
18.6000000000	 0.0022506714	 0.0050973892	 0.0054252148	
18.6050000000	 1.62125E-004	 0.0016772747	 0.0029265881	
18.6100000000	-0.0015974045	-0.0016653538	 9.47714E-004	
18.6150000000	-0.0033354759	-0.0049483776	-0.0014209747	
18.6200000000	-0.0054466724	-0.0079321861	-0.0039231777	
18.6250000000	-0.0069558620	-0.0106823444	-0.0056171417	
18.6300000000	-0.0087702274	-0.0131046772	-0.0066518784	
18.6350000000	-0.0105428696	-0.0153458118	-0.0076925755	
18.6400000000	-0.0121307373	-0.0170981884	-0.0087547302	
18.6450000000	-0.0129616261	-0.0177824497	-0.0086891651	
18.6500000000	-0.0134944916	-0.0185441971	-0.0092971325	
18.6550000000	-0.0136458874	-0.0190508366	-0.0098025799	
18.6600000000	-0.0126373768	-0.0185823441	-0.0095212460	
18.6650000000	-0.0119769573	-0.0178551674	-0.0096392632	
18.6700000000	-0.0106859207	-0.0166523457	-0.0092649460	
18.6750000000	-0.0092828274	-0.0147867203	-0.0081431866	
18.6800000000	-0.0080680847	-0.0126731396	-0.0064170361	
18.6850000000	-0.0066637993	-0.0099742413	-0.0045585632	
18.6900000000	-0.0051653385	-0.0070929527	-0.0024878979	
18.6950000000	-0.0033581257	-0.0042200089	-3.61204E-004	
18.7000000000	-0.0011348724	-9.70364E-004	 0.0018310547	
18.7050000000	 0.0012540817	 0.0022399426	 0.0031769276	
18.7100000000	 0.0040030479	 0.0050294399	 0.0048530102	
18.7150000000	 0.0063216686	 0.0082445145	 0.0063085556	
18.7200000000	 0.0081384182	 0.0106418133	 0.0076174736	
18.7250000000	 0.0099313259	 0.0133204460	 0.0094246864	
18.7300000000	 0.0110137463	 0.0155937672	 0.0109899044	
18.7350000000	 0.0118660927	 0.0172877312	 0.0125277042	
18.7400000000	 0.0124251842	 0.0189316273	 0.0136566162	
18.7450000000	 0.0132310390	 0.0197100639	 0.0143194199	
18.7500000000	 0.0131642818	 0.0201141834	 0.0142800808	
18.7550000000	 0.0133228302	 0.0196588039	 0.0138330460	
18.7600000000	 0.0129902363	 0.0189065933	 0.0133049488	
18.7650000000	 0.0125086308	 0.0177443027	 0.0122833252	
18.7700000000	 0.0116062164	 0.0163316727	 0.0112164021	
18.7750000000	 0.0097715855	 0.0142991543	 0.0098502636	
18.7800000000	 0.0081968307	 0.0115156174	 0.0086736679	
18.7850000000	 0.0059580803	 0.0092327595	 0.0076270103	
18.7900000000	 0.0033175945	 0.0063264370	 0.0057494640	
18.7950000000	 0.0013208389	 0.0030207634	 0.0041103363	
18.8000000000	-0.0010216236	 1.44243E-004	 0.0023210049	
18.8050000000	-0.0025963783	-0.0035059452	-1.52588E-004	
18.8100000000	-0.0044298172	-0.0061833858	-0.0022447109	
18.8150000000	-0.0055778027	-0.0088977814	-0.0042879581	
18.8200000000	-0.0074720383	-0.0115668774	-0.0062012672	
18.8250000000	-0.0091445446	-0.0134110451	-0.0070643425	
18.8300000000	-0.0104379654	-0.0158095360	-0.0079095364	
18.8350000000	-0.0120055676	-0.0167393684	-0.0081026554	
18.8400000000	-0.0125026703	-0.0174188614	-0.0086438656	
18.8450000000	-0.0130462646	-0.0181162357	-0.0090420246	
18.8500000000	-0.0124108791	-0.0180637836	-0.0091719627	
18.8550000000	-0.0113499165	-0.0173926353	-0.0088131428	
18.8600000000	-0.0111198425	-0.0165271759	-0.0087225437	
18.8650000000	-0.0092816353	-0.0148987770	-0.0082075596	
18.8700000000	-0.0084471703	-0.0128412247	-0.0064015388	
18.8750000000	-0.0066375732	-0.0107526779	-0.0053203106	
18.8800000000	-0.0051510334	-0.0079464912	-0.0032877922	
18.8850000000	-0.0034046173	-0.0052618980	-0.0011181831	
18.8900000000	-0.0018274784	-0.0024425983	 2.99215E-004	
18.8950000000	 3.09944E-005	 8.89301E-004	 0.0024557114	
18.9000000000	 0.0026547909	 0.0036299229	 0.0041639805	
18.9050000000	 0.0046765804	 0.0066304207	 0.0059270859	
18.9100000000	 0.0069546700	 0.0094139576	 0.0070476532	
18.9150000000	 0.0090849400	 0.0116705894	 0.0085127354	
18.9200000000	 0.0102221966	 0.0141620636	 0.0098514557	
18.9250000000	 0.0116991997	 0.0158858299	 0.0109946728	
18.9300000000	 0.0119948387	 0.0176668167	 0.0126957893	
18.9350000000	 0.0123429298	 0.0182497501	 0.0135743618	
18.9400000000	 0.0123751163	 0.0191938877	 0.0139319897	
18.9450000000	 0.0124025345	 0.0191688538	 0.0138998032	
18.9500000000	 0.0125896931	 0.0183153152	 0.0129044056	
18.9550000000	 0.0123012066	 0.0177168846	 0.0124025345	
18.9600000000	 0.0117111206	 0.0161862373	 0.0111746788	
18.9650000000	 0.0102508068	 0.0141978264	 0.0098419189	
18.9700000000	 0.0085353851	 0.0122964382	 0.0088238716	
18.9750000000	 0.0065147877	 0.0099825859	 0.0075685978	
18.9800000000	 0.0042736530	 0.0074243546	 0.0062906742	
18.9850000000	 0.0026249886	 0.0040113926	 0.0049698353	
18.9900000000	 4.30346E-004	 0.0013029575	 0.0029039383	
18.9950000000	-0.0017142296	-0.0013875961	 5.51939E-004	
19.0000000000	-0.0035774708	-0.0044357777	-0.0014305115	
19.0050000000	-0.0050914288	-0.0076591969	-0.0026977062	
19.0100000000	-0.0066435337	-0.0101530552	-0.0045692921	
19.0150000000	-0.0081324577	-0.0120496750	-0.0062286854	
19.0200000000	-0.0095546246	-0.0140690804	-0.0074863434	
19.0250000000	-0.0105619431	-0.0158214569	-0.0081574917	
19.0300000000	-0.0111687183	-0.0166487694	-0.0081765652	
19.0350000000	-0.0120270252	-0.0170814991	-0.0083029270	
19.0400000000	-0.0123274326	-0.0172245502	-0.0086402893	
19.0450000000	-0.0121819973	-0.0170743465	-0.0084817410	
19.0500000000	-0.0109875202	-0.0160348415	-0.0080680847	
19.0550000000	-0.0093913078	-0.0154626369	-0.0077402592	
19.0600000000	-0.0084197521	-0.0132274628	-0.0070655346	
19.0650000000	-0.0067889690	-0.0108325481	-0.0061237812	
19.0700000000	-0.0052988529	-0.0086486340	-0.0040066242	
19.0750000000	-0.0039803982	-0.0066614151	-0.0019800663	
19.0800000000	-0.0023162365	-0.0035178661	-3.21865E-005	
19.0850000000	-7.72476E-004	-1.75238E-004	 0.0017201900	
19.0900000000	 0.0014138222	 0.0021600723	 0.0032722950	
19.0950000000	 0.0037419796	 0.0050795078	 0.0048446655	
19.1000000000	 0.0056266785	 0.0076401234	 0.0063669682	
19.1050000000	 0.0077772141	 0.0097906590	 0.0075578690	
19.1100000000	 0.0088953972	 0.0126039982	 0.0086867809	
19.1150000000	 0.0103628635	 0.0144863129	 0.0100171566	
19.1200000000	 0.0115442276	 0.0159788132	 0.0116968155	
